index,Type,Name,PFAS,Latitude,Longtitude,PFASFound,distancetoirport,distancetolandfil,distancetochemfactory,distancetofirefighting,distancetowaterways,spilldata,chemindustry,greenhouse,solidwaste,ustincident,chemIndustowater,landfiltowater,chemFacttowater,coalash,hazardwaste,oldhazardsite,elevation,countofChemIndus,countofLandfill,countChemFactory,solidwastetowater,countsolidwaste,industryname,ustincidenttowater,counttoustincident,firefightingtowater,counttofirefighting,distancetoprereglandfil,prereglandfiltowater,counttofprereglandfil,fedsitetowater,counttoffedsites,soilclassification,clay,sand,temp,Precipitation,windSpeed,Pressure,distancetowaterdischarge,dischargetowater,countofwaterdischarge
10,Creek,Bradley Creek Boataminium,188.0,34.21,-77.83,1,,10.630033724068833,5.779068608981231,5.779068608981231,9.876366922170611,4.761031165541645,0.6048793522261275,5.944192537011382,5.779068608981231,1.0191830336382655,9.468058796507737,6.377611441726703,7.719151081574935,25.872740717352798,3.027830561151828,3.9639514258431263,12.0,18,29,28,7.719151081574935,28,Waste Management,8.958613871479377,20,8.958613871479377,20,1.4406246786206653,10.637664358607044,31,31,31,Acrisols,230.0,483.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,5.733176551523574,7.487317987907981,43
11,Drinking Water,WRIGHTSVILLE BEACH WATER SYST NC,2459.7,34.21,-77.8,1,,12.704882359445119,7.792647230282212,7.792647230282212,12.634975614819467,6.828822291243669,3.2037403081626894,7.951361872434067,7.792647230282212,3.7077550912976585,9.468058796507737,6.377611441726703,7.719151081574935,28.527413017777818,5.7770137917995905,4.632916512873031,10.0,17,28,28,7.719151081574935,28,Waste Management,8.958613871479377,20,8.958613871479377,20,1.8148482751340498,13.776344723518235,30,30,30,Luvisols,,,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,7.8129982820147985,7.487317987907981,42
12,Drinking Water,Cape Fear Public Utility Authority - Wilmington,634.0,34.24,-77.95,1,,6.492390645652961,0.6698597405642092,0.6698597405642092,0.3753481572818866,8.075072734197999,1.897665866211408,2.114702902525887,0.6698597405642092,0.4008988372827073,1.695785210439519,2.1281955469630653,0.9890899620930316,17.454766531789346,0.16272835992553822,0.2285268628060921,15.0,18,29,28,0.9890899620930316,28,Cement Mfg,0.7257130716893694,20,0.7257130716893694,20,1.9645857346665752,2.142423146024601,33,33,33,Cambisols,,,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,0.021903923004010093,0.3821128152151995,47
13,Drinking Water,CFPUA-WILMINGTON NC,406.0,34.24,-77.87,1,,9.527876482026256,1.2088956321476019,1.2088956321476019,7.001000170008827,0.8112637993762446,1.2088956321476019,1.3343391197347634,1.2088956321476019,3.5937697136667386,7.719151081574935,10.133535809877987,7.719151081574935,23.686520128545745,0.295310675694939,0.04541793461542737,12.0,18,29,28,7.719151081574935,28,Glass Products,4.134950240102727,20,4.134950240102727,20,4.396128624941095,11.249316489624883,31,31,31,Luvisols,,,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,1.020604277569705,7.487317987907981,45
14,Drinking Water,COLUMBUS COUNTY WATER DIST III NC,7.3,34.25,-78.75,1,,4.418467420082737,7.375675797915662,7.375675797915662,6.397287712145759,65.73034611469977,4.802550899714852,9.360383725822691,7.375675797915662,45.12895463764851,3.351841234228033,3.581580183189054,2.43969630804362,40.519215733237736,5.754579648500589,0.5258356884607963,31.0,10,17,10,2.43969630804362,10,Waste Management,2.156163605764741,1,2.156163605764741,1,9.263971914246484,1.7233335808533576,19,19,19,Acrisols,98.0,602.0,18.013636363636365,130.6095238095238,6.709090909090909,1018.7714285714286,6.635525303807245,1.8626031445158653,21
15,Drinking Water,Brunswick Regional Water & Sewer H2GO,13.21,34.26,-78.09,1,,4.404612212304959,1.7749843387482207,1.7749843387482207,2.099470840177641,21.01251256141728,1.993541819488703,7.584272618068028,1.7749843387482207,13.32503187691312,0.3587815169206606,2.0389107566130282,0.7080692344885573,12.156591530007368,1.5634064800116825,0.5158734584594994,18.0,19,30,27,0.7080692344885573,27,Chemical Mfg,0.7257130716893694,20,0.7257130716893694,20,11.400486051620934,4.1505429140443635,34,34,34,Acrisols,193.0,482.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,7.882297878689799,3.359793455678081,50
16,Drinking Water,Treasure Cove S/d,28.0,34.27,-77.79,1,,11.331272269938825,6.791669889210558,6.791669889210558,15.068742775155068,7.265099801332334,7.454502002110918,7.619619924947195,6.791669889210558,1.702426127093425,9.468058796507737,10.133535809877987,14.904666164202471,31.754565617505918,2.354018009636546,2.5245249533462193,16.0,16,27,28,14.904666164202471,28,Waste Management,15.692473832711212,20,15.692473832711212,20,4.021504253010612,11.249316489624883,31,31,31,Acrisols,198.0,503.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,7.757231521689016,7.487317987907981,45
17,Well,TOWN OF BRUNSWICK_0424040  DUTCHESS FOREST S/D: WELL #1,0.0,34.29,-78.7,0,,4.640390583670245,2.569137451325497,2.569137451325497,2.1308055640102257,62.08519693428761,2.569137451325497,7.792873766897251,2.569137451325497,43.71798659557018,2.43969630804362,3.633080982288021,2.43969630804362,35.471598648129806,3.0859390225094856,2.7520369512078537,22.0,13,21,14,2.43969630804362,14,Petroleum,2.156163605764741,2,2.156163605764741,2,3.3370600754987056,1.7233335808533576,19,19,19,Acrisols,156.0,564.0,18.013636363636365,130.6095238095238,6.709090909090909,1018.7714285714286,0.3398116958261816,1.8626031445158653,22
18,Drinking Water,BRUNSWICK COUNTY WATER SYSTEM,118.0,34.3,-77.99,1,,1.1373125294633915,1.2835490727467784,1.2835490727467784,1.1619149831052848,13.314018555094313,3.488327265187619,1.7626002159248553,1.2835490727467784,5.993240794737017,3.432819215140954,2.1281955469630653,1.9268719913188639,20.127492350866053,1.8830430696476772,1.7618246063979666,13.0,19,29,29,1.9268719913188639,29,Chemical Mfg,5.581108386902876,20,5.581108386902876,20,3.3212646377059074,4.1505429140443635,35,35,35,Acrisols,226.0,398.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,1.97748319408024,2.466064690229008,48
19,Drinking Water,Corning Inc,315.0,34.3,-77.88,1,,2.927126649403075,1.1581100280455991,1.1581100280455991,9.442116299870483,6.49095151550653,5.561628715244362,5.415869671021994,1.1581100280455991,4.589748397996676,7.719151081574935,10.133535809877987,10.546471238537178,26.662627823216553,1.4263197387555802,3.5325046949341314,11.0,17,28,29,10.546471238537178,29,Glass Products,5.581108386902876,20,5.581108386902876,20,3.0155305090885367,10.369874420390977,33,33,33,Acrisols,,,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,3.0213023512527966,12.03464748303099,46
20,Well,CFPUA/NHC: WELL B - CASTLE HAYNE,207.8,34.3,-77.81,1,,8.243108667353145,5.406942713500086,5.406942713500086,14.761022545173574,7.907528182395404,7.692098612858518,7.673401937542849,5.406942713500086,5.467486558649121,7.719151081574935,10.133535809877987,10.546471238537178,31.811917765666642,1.701383673351274,1.4079895760134844,20.0,16,25,29,10.546471238537178,29,Glass Products,15.692473832711212,21,15.692473832711212,21,6.118095597254587,11.249316489624883,32,32,32,Acrisols,209.0,535.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,6.036726049802367,10.646334599098811,46
21,Waterways,NH-558 NR WILMINGTON  NC CASTLE HAYNE,158.1,34.3,-77.8,1,,9.12032093833557,6.156195308841334,6.156195308841334,15.5895294785191,8.496919326232657,8.363996930799445,8.358026560487444,6.156195308841334,5.017150905225472,7.719151081574935,10.133535809877987,14.904666164202471,32.584898391980495,2.3537106711520366,0.9462334707368929,18.0,16,25,28,14.904666164202471,28,Glass Products,15.692473832711212,21,15.692473832711212,21,6.358035983706547,11.249316489624883,31,31,31,Acrisols,161.0,542.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,5.540578475856842,10.646334599098811,45
22,Drinking Water,FAIR BLUFF  TOWN OF,0.0,34.31,-79.03,0,,22.213212649799093,21.21849274980394,21.21849274980394,0.29710426668517154,61.14837348355989,19.449245055294696,2.306486352389934,21.21849274980394,33.750166435482946,3.891205183351232,2.6535180615992706,2.3928990553724163,31.5920225157552,23.03980995086834,18.343449300893884,27.0,7,12,7,2.3928990553724163,7,Waste Management,2.156163605764741,2,2.156163605764741,2,1.7303392399317306,0.4883011850053296,15,15,15,Acrisols,120.0,616.0,18.492307692307694,130.6095238095238,6.709090909090909,1018.7714285714285,15.763150147273059,0.4332417068834694,17
23,Drinking Water,BRUNSWICK COUNTY WATER SYSTEM,237.0,34.31,-77.99,1,,1.773116052729765,0.5003017205456729,0.5003017205456729,1.4800887281200166,13.8728306603811,4.543046950627385,0.9386703561147383,0.5003017205456729,6.372863241060857,3.432819215140954,2.520883601835087,1.9268719913188639,21.09762151890258,0.9955335063485373,0.9593750463158645,11.0,19,29,30,1.9268719913188639,30,Chemical Mfg,5.581108386902876,20,5.581108386902876,20,4.249606707481773,4.1505429140443635,34,34,34,Acrisols,189.0,425.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,0.9267126952413324,2.3527041324457962,47
24,Well,"LAKE WACCAMAW, TOWN OF: Well",9.0,34.32,-78.52,1,,21.434679335168664,17.927116621404352,17.927116621404352,2.378521941752819,61.027935702694364,3.0905728390436837,2.957682891774049,17.927116621404352,52.85305560410678,1.7145622492402903,3.633080982288021,2.43969630804362,18.942365858181752,16.79407328132819,12.814543761002753,17.0,14,30,18,2.43969630804362,18,Waste Management,2.156163605764741,0,2.156163605764741,0,4.14642077064103,2.2509251263812984,21,21,21,Acrisols,213.0,482.0,18.734615384615385,130.6095238095238,6.709090909090909,1018.7714285714285,5.275678376172684,2.116616424873481,33
25,Lake,Lake Waccamaw  NC,9.0,34.32,-78.5,1,,23.251062101381176,19.760486828875,19.760486828875,3.497744837767969,59.20888047656699,2.878998077865023,2.900109328183828,19.760486828875,51.57630748012543,1.7145622492402903,3.633080982288021,2.43969630804362,17.11168836589307,18.511277053253032,12.743231035177633,19.0,14,29,19,2.43969630804362,19,Waste Management,0.7257130716893694,0,0.7257130716893694,0,5.584548196282683,2.2509251263812984,22,22,22,Acrisols,193.0,508.0,18.734615384615385,130.6095238095238,6.709090909090909,1018.7714285714285,6.594912608781445,2.116616424873481,34
26,Well,BOLTON  TOWN OF: WELL #1,3.2,34.32,-78.4,0,,16.729973492930533,14.737493381521407,14.737493381521407,3.2177698338248923,50.133832756854986,10.156245024752886,10.387518792578582,14.737493381521407,42.56862279860851,1.7145622492402903,1.2762911516177666,4.916005032708063,8.000961132408701,12.952545562618745,15.948198895300663,13.0,19,33,29,4.916005032708063,29,Waste Management,0.7257130716893694,16,0.7257130716893694,16,1.7813991665306501,4.5802924373024645,34,34,34,Acrisols,131.0,570.0,18.013636363636365,130.6095238095238,6.709090909090909,1018.7714285714286,13.158130795118716,1.918252183436093,51
27,Drinking Water,CERRO GORDO  TOWN OF,0.0,34.33,-78.95,0,,18.70649752783084,16.596058397135387,16.596058397135387,1.7748549711342043,57.26728401107146,16.435916970078143,9.944054684057939,16.596058397135387,31.262466210118777,3.891205183351232,3.3250836334685974,2.294694315853794,29.78089902301728,16.459321428191682,11.37668225656078,36.0,8,16,11,2.294694315853794,11,Waste Management,2.156163605764741,2,2.156163605764741,2,8.728835001600853,0.4883011850053296,18,18,18,Acrisols,110.0,576.0,18.013636363636365,130.6095238095238,6.709090909090909,1018.7714285714286,12.724100926354609,0.4332417068834694,18
28,Well,WHITEVILLE  CITY OF: WELL #5,0.0,34.33,-78.69,0,,6.9483294095353605,3.213019242599901,3.213019242599901,2.7189799341771184,57.94380106014183,3.213019242599901,7.0782724074289645,3.213019242599901,40.7581583956061,2.43969630804362,3.3250836334685974,2.43969630804362,34.593004566370794,1.9885754266378453,0.9917794535545567,24.0,11,19,15,2.43969630804362,15,Petroleum,2.156163605764741,2,2.156163605764741,2,1.2261286441318362,1.7233335808533576,17,17,17,Acrisols,191.0,508.0,18.734615384615385,130.6095238095238,6.709090909090909,1018.7714285714285,1.0505841781132064,2.7169045689753033,23
29,River,CFPUA-WILMINGTON: CAPE FEAR RIVER KINGS BLUFF,281.42,34.39,-78.29,1,,8.14615582466938,7.21609324817687,7.21609324817687,3.2574970736315723,42.52766192272092,10.94229990758496,7.181265744836995,7.21609324817687,35.278538963731656,3.6301335377489354,4.671702690532547,4.916005032708063,9.526873722741813,10.672905264578706,8.163864584296935,14.0,20,32,30,4.916005032708063,30,Chemical Mfg,5.581108386902876,20,5.581108386902876,20,6.344939168654829,3.525082947808715,36,36,36,Acrisols,163.0,542.0,,,,,4.984901074241066,1.918252183436093,51
30,Waterways,CFPUA-WILMINGTON: LOWER CAPE FEAR WSA - KINGS BLUFF,406.02,34.41,-78.32,1,,11.68430425065124,10.696832273105516,10.696832273105516,1.1496610044117106,45.93083610494028,14.479854729052851,10.657083569749426,10.696832273105516,38.624384484350145,3.6301335377489354,4.671702690532547,4.916005032708063,11.495677965370376,14.21044216290424,11.670163695510002,13.0,19,30,31,4.916005032708063,31,Chemical Mfg,5.581108386902876,17,5.581108386902876,17,9.717007438051619,3.525082947808715,35,35,35,Acrisols,200.0,504.0,18.626923076923077,118.66666666666667,9.571428571428573,1018.5666666666666,1.534927920642309,1.918252183436093,50
31,Drinking Water,INTERNATIONAL PAPER COMPANY_0424820,299.12,34.43,-78.35,1,,15.222137676332554,14.205845440740111,14.205845440740111,3.5037699022409425,49.35220789759231,17.150499666938323,14.16368977099966,14.205845440740111,42.000927862280584,1.7145622492402903,4.671702690532547,4.916005032708063,14.092446674585716,17.74791764131361,14.186901851282848,13.0,18,27,31,4.916005032708063,31,Waste Management,5.581108386902876,16,5.581108386902876,16,13.176468476665454,3.525082947808715,31,31,31,Acrisols,227.0,457.0,18.626923076923077,118.66666666666667,9.571428571428573,1018.5666666666666,2.2141037746434615,1.918252183436093,50
32,Drinking Water,TOWN OF SURF CITY NC,1.5,34.43,-77.55,0,,1.7430884566614018,7.471820650679606,7.471820650679606,13.078057896725806,35.38454175430978,7.31657922352171,7.4816739588116805,7.471820650679606,28.208892782368434,9.136032411338432,11.955605328388376,5.610612736965913,59.705130232043324,7.066891186244098,27.522205458784285,0.0,15,26,22,5.610612736965913,22,Waste Management,15.692473832711212,23,15.692473832711212,23,4.936023636629256,9.131297136428115,28,28,28,Acrisols,,,17.912903225806446,109.22857142857144,11.580769230769231,1018.2272727272727,16.228918189485995,9.966295832734133,53
33,adia,CATAWBA RIV-LAKE WYLIE,5.44,34.47,-80.89,1,,57.54465812766078,64.95178772986922,64.95178772986922,44.250518873369415,73.4842505095072,64.70139663110659,66.7706110410139,64.95178772986922,52.27738907133846,3.166117407444596,4.963636676227728,2.9381976175738047,80.0103717343448,51.770454555836075,64.95367429597233,71.0,0,0,0,2.9381976175738047,0,Paints and Coatings,7.33860502617397,0,7.33860502617397,0,49.97616423575449,9.362143372262047,1,1,1,,,,17.73103448275862,117.52380952380952,7.781818181818181,1018.6380952380953,54.88347620963062,4.5293804320969695,0
34,Drinking Water,CLARKTON  TOWN OF,0.0,34.47,-78.65,0,,15.541768261194356,16.505313823978213,16.505313823978213,0.663451917137209,44.24663683772116,18.28041555506369,18.63578322919692,16.505313823978213,33.73015593240178,1.0434622630668333,1.0239984704872125,0.34922833580747015,35.549637657143755,15.387928889368306,2.022636769693974,14.0,14,24,19,0.34922833580747015,19,Petroleum,2.156163605764741,2,2.156163605764741,2,5.967606198935168,5.848410892567824,22,22,22,Acrisols,153.0,573.0,18.626923076923077,118.66666666666667,9.436363636363636,1018.5666666666666,1.180056506030575,1.658706636427667,26
35,Drinking Water,FAIRMONT TOWN OF ,0.0,34.5,-79.12,0,,1.1257563732697462,2.1844171708659674,2.1844171708659674,2.3355428376337315,45.46616276595874,14.319742890898985,16.569980334213824,2.1844171708659674,17.97561241244843,0.685545476132855,2.6535180615992706,2.3928990553724163,14.611509734006201,11.727768889074532,0.7222069791593277,41.0,13,26,25,2.3928990553724163,25,Textiles and Leather,2.156163605764741,5,2.156163605764741,5,1.7352035077327042,1.9193205942759175,25,25,25,Acrisols,121.0,556.0,19.588235294117652,91.35882352941178,11.01764705882353,1017.9117647058823,11.34123532833805,2.9792539560991083,37
36,Well,ROWLAND  TOWN OF  : WELL #1,0.0,34.53,-79.29,0,,17.045654730226754,18.080086268518862,18.080086268518862,2.5247700485731377,53.5896791540415,26.776563717467333,26.177821547969465,18.080086268518862,28.511956735383677,0.685545476132855,2.6535180615992706,2.3928990553724163,26.77699166505178,18.864209297144537,16.608035625724234,50.0,4,18,17,2.3928990553724163,17,Textiles and Leather,3.667723891711339,5,3.667723891711339,5,1.067075570107439,2.459263198684006,20,20,20,Acrisols,154.0,534.0,18.131034482758622,86.8904761904762,11.213043478260872,1018.1714285714285,1.1838137506198523,2.412544942377068,29
37,Drinking Water,BLADEN CO WTR DIST-WEST BLADEN NC,144.5,34.54,-78.8,1,,15.66558587267767,3.0823278681830826,3.0823278681830826,2.792736187826337,33.17044278400166,18.023066733463246,16.80308774798749,3.0823278681830826,17.951015726519778,2.213195429998098,1.7848071989353533,1.5490235628874485,19.948890485467725,17.179414688524393,1.6382149542200857,32.0,12,30,20,1.5490235628874485,20,Textiles and Leather,2.156163605764741,4,2.156163605764741,4,0.4032556332635963,2.408445481878214,28,28,28,Acrisols,104.0,598.0,18.626923076923077,118.66666666666667,9.436363636363636,1018.5666666666666,0.14145161007324816,2.854985770990006,30
38,Drinking Water,PENDER COUNTY UTILITIES NC,425.5,34.55,-77.92,1,,6.213795436098275,20.003313406584272,20.003313406584272,9.323875078553101,34.4908995692501,13.966774479620321,20.43577478352411,20.003313406584272,29.362482197572337,6.616656383662035,8.039839215551643,0.39717840085488776,41.58689342138468,1.3022627219060512,0.6868982355389085,11.0,17,26,31,0.39717840085488776,31,Metal Coating,5.581108386902876,21,5.581108386902876,21,3.545238218911596,8.69951932895499,35,35,35,Acrisols,,,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,0.9605342054826125,8.539197819207589,57
39,Drinking Water,ONSLOW WTR AND SEWER AUTHORITY,250.0,34.55,-77.54,1,,12.43859042013056,6.093101436154962,6.093101436154962,1.7278413291531436,45.11964042638171,14.940576182833357,14.988287226146184,6.093101436154962,20.455438850469243,9.136032411338432,11.955605328388376,5.610612736965913,56.42651296053434,8.517489763109554,23.50023159550472,15.0,10,23,17,5.610612736965913,17,Waste Management,8.745415519220998,16,8.745415519220998,16,5.816234708813197,5.240492396476768,28,28,28,Acrisols,180.0,399.0,17.948484848484842,109.22857142857144,11.38,1018.2272727272727,13.870002836771551,0.2595962800342356,40
40,Drinking Water,BURGAW  TOWN OF,316.0,34.58,-77.86,1,,12.252457821975252,19.665866420425125,19.665866420425125,9.13140906998674,37.41795017282903,15.716107277332648,23.01734981542378,19.665866420425125,25.53172832867574,6.616656383662035,8.039839215551643,0.39717840085488776,39.15969045680727,3.9145932168500255,5.689502048359936,7.0,18,23,35,0.39717840085488776,35,Metal Coating,8.745415519220998,22,8.745415519220998,22,9.447435693429373,8.69951932895499,36,36,36,Acrisols,236.0,408.0,18.86,123.16944444444442,12.202777777777776,1018.2371428571429,6.912880384164159,8.539197819207589,61
41,Drinking Water,BLADEN BLUFFS WATER SYSTEM NC,423.5,34.59,-78.57,1,,2.750633583714968,3.680087400613321,3.680087400613321,3.9221279238940188,36.76835859857497,6.35116682273999,27.273324782920753,3.680087400613321,37.27468778732025,1.0434622630668333,1.4861987697145436,0.34922833580747015,39.26304035685188,4.557472414652026,6.197737809772354,29.0,12,27,24,0.34922833580747015,24,Petroleum,2.156163605764741,5,2.156163605764741,5,5.374305026777812,1.9458164182980338,26,26,26,Acrisols,159.0,524.0,18.626923076923077,118.66666666666667,9.571428571428573,1018.5666666666666,9.571543179532558,2.526267524617014,29
42,River,LUMBERTON  CITY OF : LUMBER RIVER,56.52,34.6,-79.12,1,,3.8073543427022996,6.217002837145005,6.217002837145005,2.032650865289305,36.843660325556435,10.484151905344046,13.430586129330557,6.217002837145005,11.108097724445255,0.685545476132855,1.7845478680033067,1.410293653483094,10.282192829371521,1.978505691227901,1.1061609942183082,48.0,13,41,28,1.410293653483094,28,Textiles and Leather,3.667723891711339,5,3.667723891711339,5,3.8319564314235057,0.697165830852728,33,33,33,Acrisols,126.0,572.0,18.131034482758622,86.8904761904762,11.213043478260872,1018.1714285714285,2.284617737715634,0.5406045419774551,38
43,River,CITY OF LUMBERTON : LUMBER RIVER,56.5,34.61,-79.15,1,,5.261124385386378,7.73284408010465,7.73284408010465,0.9273057624516066,38.06552557613534,13.367178577554466,16.29390678559181,7.73284408010465,13.244765723076787,0.685545476132855,1.7845478680033067,1.410293653483094,13.1305097716447,4.719305064784442,2.8837569959483447,46.0,11,35,26,1.410293653483094,26,Textiles and Leather,3.667723891711339,5,3.667723891711339,5,0.8706409890785669,0.697165830852728,30,30,30,Acrisols,134.0,550.0,18.131034482758622,86.8904761904762,11.213043478260872,1018.1714285714285,4.920424043615452,0.5406045419774551,38
